5847.533
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
145, 0.00, 274,       0,      0, 0.86, 0.07, 0.03, 0.02, 0.01
146, 0.00, 288,       0,      0, 0.93, 0.04, 0.02, 0.01, 0.00
147, 0.00, 285,       0,      0, 0.91, 0.05, 0.02, 0.01, 0.01
148, 0.00, 283,       0,      1, 0.90, 0.05, 0.02, 0.02, 0.01
149, 0.00, 300,      20,      0, 0.98, 0.01, 0.00, 0.00, 0.00
150, 0.00, 298,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
151, 0.00, 295,      20,      0, 0.96, 0.02, 0.01, 0.00, 0.00
152, 0.00, 292,      20,      0, 0.95, 0.03, 0.01, 0.01, 0.00
153, 0.02, 290,      20,      0, 0.94, 0.03, 0.01, 0.01, 0.00
154, 0.03, 288,      20,      0, 0.93, 0.04, 0.01, 0.01, 0.00
155, 0.03, 287,      20,      0, 0.93, 0.04, 0.02, 0.01, 0.00
156, 0.03, 286,      20,      0, 0.92, 0.05, 0.02, 0.01, 0.01
157, 0.03, 285,      20,      0, 0.91, 0.05, 0.02, 0.01, 0.01
158, 0.03, 284,      20,      0, 0.90, 0.05, 0.02, 0.02, 0.01
159, 0.03, 286,      20,      0, 0.91, 0.05, 0.02, 0.01, 0.01
160, 0.04, 301,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
161, 0.04, 299,      20,      0, 0.96, 0.02, 0.01, 0.00, 0.00
162, 0.05, 297,      20,      0, 0.96, 0.03, 0.01, 0.01, 0.00
163, 0.05, 295,      20,      0, 0.94, 0.04, 0.01, 0.01, 0.00
164, 0.06, 292,      20,      0, 0.93, 0.04, 0.02, 0.01, 0.00
165, 0.06, 290,      20,      0, 0.91, 0.05, 0.02, 0.01, 0.01
166, 0.07, 289,      20,      0, 0.90, 0.05, 0.02, 0.02, 0.01
167, 0.08, 303,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
168, 0.08, 303,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
169, 0.09, 301,      20,      0, 0.96, 0.03, 0.01, 0.00, 0.00
170, 0.10, 304,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
171, 0.11, 311,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
172, 0.12, 314,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
173, 0.13, 314,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
174, 0.13, 314,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
175, 0.14, 340,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
176, 0.16, 348,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
177, 0.17, 347,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
178, 0.18, 351,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
179, 0.20, 349,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
180, 0.23, 347,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
181, 0.26, 345,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
182, 0.28, 342,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
183, 0.30, 340,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
184, 0.33, 338,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
185, 0.35, 337,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
186, 0.39, 334,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
187, 0.44, 332,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
188, 0.51, 331,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
189, 0.56, 329,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
190, 0.63, 328,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
191, 0.66, 330,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
192, 0.70, 339,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
193, 0.77, 338,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
194, 0.85, 336,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
195, 0.95, 334,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
196, 1.01, 333,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
197, 1.06, 332,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
198, 1.10, 332,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
199, 1.16, 332,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
200, 1.27, 332,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
201, 1.36, 330,      20,      0, 0.99, 0.00, 0.00, 0.00, 0.00
202, 1.47, 330,      20,      0, 0.99, 0.00, 0.00, 0.00, 0.00
203, 1.58, 333,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
204, 1.68, 332,      20,      0, 0.99, 0.00, 0.00, 0.00, 0.00
205, 1.76, 360,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
206, 1.82, 361,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
207, 1.92, 361,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
208, 2.01, 360,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
209, 2.10, 361,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
210, 2.20, 378,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
211, 2.40, 396,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
212, 2.56, 394,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
213, 2.68, 393,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
214, 2.80, 391,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
215, 2.92, 388,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
216, 2.99, 385,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
217, 3.07, 382,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
218, 3.15, 378,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
219, 3.23, 374,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
220, 3.29, 369,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
221, 3.45, 364,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
222, 3.58, 359,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
223, 3.76, 355,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
224, 3.95, 352,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
225, 4.05, 361,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
226, 4.16, 358,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
227, 4.25, 354,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
228, 4.33, 349,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
229, 4.42, 344,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
230, 4.54, 341,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
231, 4.64, 339,      20,      0, 1.00, 0.00, 0.00, 0.00, 0.00
232, 4.86, 334,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
233, 5.05, 331,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
234, 5.23, 328,      20,      0, 0.99, 0.01, 0.00, 0.00, 0.00
235, 5.33, 326,      20,      0, 0.98, 0.01, 0.00, 0.00, 0.00
236, 5.41, 322,      20,      0, 0.97, 0.02, 0.01, 0.00, 0.00
237, 5.51, 319,      20,      0, 0.94, 0.04, 0.01, 0.01, 0.00
238, 5.61, 317,      20,      0, 0.92, 0.04, 0.02, 0.01, 0.01
239, 5.70, 312,      20,      0, 0.87, 0.07, 0.03, 0.02, 0.01
240, 5.80, 307,      20,      1, 0.81, 0.09, 0.04, 0.04, 0.02
241, 5.88, 322,      40,      0, 0.97, 0.02, 0.01, 0.00, 0.00
242, 5.93, 317,      40,      0, 0.94, 0.03, 0.01, 0.01, 0.00
243, 5.98, 312,      40,      0, 0.89, 0.06, 0.02, 0.02, 0.01
244, 5.94, 307,      40,      0, 0.83, 0.08, 0.04, 0.03, 0.02
245, 5.89, 300,      40,      0, 0.76, 0.10, 0.06, 0.05, 0.03
246, 5.84, 294,      40,      3, 0.69, 0.12, 0.07, 0.07, 0.04
247, 5.79, 328,     100,      0, 0.99, 0.00, 0.00, 0.00, 0.00
248, 5.74, 323,     100,      0, 0.99, 0.01, 0.00, 0.00, 0.00
249, 5.68, 318,     100,      0, 0.98, 0.01, 0.00, 0.00, 0.00
250, 5.62, 313,     100,      0, 0.96, 0.02, 0.01, 0.00, 0.00
251, 5.56, 308,     100,      2, 0.92, 0.04, 0.02, 0.01, 0.01
252, 5.51, 336,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
253, 5.47, 330,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
254, 5.41, 325,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
255, 5.35, 319,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
256, 5.28, 314,     140,      0, 0.98, 0.01, 0.00, 0.00, 0.00
257, 5.20, 309,     140,      0, 0.97, 0.02, 0.01, 0.00, 0.00
258, 5.11, 304,     140,      0, 0.93, 0.04, 0.02, 0.01, 0.00
259, 5.02, 299,     140,      0, 0.88, 0.06, 0.03, 0.02, 0.01
260, 4.92, 294,     140,      0, 0.81, 0.09, 0.04, 0.04, 0.02
261, 4.88, 289,     140,      1, 0.76, 0.10, 0.06, 0.05, 0.03
262, 4.83, 304,     160,      0, 0.95, 0.03, 0.01, 0.01, 0.00
263, 4.80, 301,     160,      0, 0.92, 0.05, 0.02, 0.01, 0.01
264, 4.78, 296,     160,      0, 0.86, 0.07, 0.03, 0.02, 0.01
265, 4.76, 290,     160,      0, 0.80, 0.09, 0.05, 0.04, 0.02
266, 4.74, 286,     160,      0, 0.76, 0.10, 0.06, 0.05, 0.03
267, 4.72, 290,     160,      0, 0.78, 0.10, 0.05, 0.04, 0.03
268, 4.69, 283,     160,      1, 0.72, 0.11, 0.07, 0.06, 0.04
269, 4.64, 297,     180,      0, 0.89, 0.06, 0.02, 0.02, 0.01
270, 4.58, 292,     180,      0, 0.84, 0.08, 0.04, 0.03, 0.02
271, 4.53, 288,     180,      0, 0.79, 0.09, 0.05, 0.04, 0.02
272, 4.47, 283,     180,      0, 0.74, 0.11, 0.06, 0.05, 0.03
273, 4.41, 279,     180,      2, 0.71, 0.12, 0.07, 0.06, 0.04
274, 4.35, 306,     220,      0, 0.98, 0.01, 0.00, 0.00, 0.00
275, 4.30, 298,     220,      0, 0.96, 0.03, 0.01, 0.01, 0.00
