5438.32
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
128, 0.00, 180,       0,      0, 0.41, 0.19, 0.15, 0.14, 0.11
129, 0.00, 190,       0,      2, 0.42, 0.19, 0.15, 0.14, 0.11
130, 0.00, 226,      40,      0, 0.69, 0.13, 0.07, 0.07, 0.04
131, 0.00, 223,      40,      1, 0.66, 0.13, 0.08, 0.08, 0.05
132, 0.00, 240,      60,      0, 0.82, 0.09, 0.04, 0.03, 0.02
133, 0.00, 237,      60,      0, 0.80, 0.09, 0.05, 0.04, 0.02
134, 0.00, 234,      60,      2, 0.77, 0.10, 0.05, 0.05, 0.03
135, 0.02, 263,     100,      0, 0.95, 0.03, 0.01, 0.01, 0.00
136, 0.03, 262,     100,      0, 0.95, 0.03, 0.01, 0.01, 0.00
137, 0.03, 262,     100,      0, 0.94, 0.03, 0.01, 0.01, 0.00
138, 0.03, 285,     100,      0, 0.99, 0.01, 0.00, 0.00, 0.00
139, 0.03, 282,     100,      0, 0.98, 0.01, 0.00, 0.00, 0.00
140, 0.03, 281,     100,      0, 0.98, 0.01, 0.00, 0.00, 0.00
141, 0.04, 278,     100,      0, 0.98, 0.02, 0.00, 0.00, 0.00
142, 0.04, 275,     100,      0, 0.97, 0.02, 0.01, 0.00, 0.00
143, 0.05, 273,     100,      0, 0.96, 0.02, 0.01, 0.00, 0.00
144, 0.05, 272,     100,      0, 0.96, 0.02, 0.01, 0.00, 0.00
145, 0.05, 273,     100,      0, 0.96, 0.02, 0.01, 0.00, 0.00
146, 0.06, 283,     100,      0, 0.98, 0.01, 0.00, 0.00, 0.00
147, 0.07, 280,     100,      0, 0.97, 0.02, 0.00, 0.00, 0.00
148, 0.09, 277,     100,      0, 0.97, 0.02, 0.01, 0.00, 0.00
149, 0.10, 274,     100,      0, 0.96, 0.03, 0.01, 0.00, 0.00
150, 0.12, 272,     100,      0, 0.95, 0.03, 0.01, 0.01, 0.00
151, 0.13, 270,     100,      0, 0.94, 0.03, 0.01, 0.01, 0.00
152, 0.15, 269,     100,      0, 0.94, 0.04, 0.01, 0.01, 0.00
153, 0.18, 268,     100,      0, 0.93, 0.04, 0.01, 0.01, 0.00
154, 0.21, 267,     100,      0, 0.92, 0.04, 0.02, 0.01, 0.01
155, 0.24, 265,     100,      2, 0.91, 0.05, 0.02, 0.01, 0.01
156, 0.27, 303,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
157, 0.31, 300,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
158, 0.34, 299,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
159, 0.39, 296,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
160, 0.44, 294,     140,      0, 0.99, 0.00, 0.00, 0.00, 0.00
161, 0.51, 291,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
162, 0.59, 288,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
163, 0.66, 286,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
164, 0.75, 283,     140,      0, 0.98, 0.01, 0.00, 0.00, 0.00
165, 0.79, 283,     140,      0, 0.98, 0.01, 0.00, 0.00, 0.00
166, 0.87, 281,     140,      0, 0.97, 0.02, 0.01, 0.00, 0.00
167, 0.92, 279,     140,      0, 0.97, 0.02, 0.01, 0.00, 0.00
168, 0.97, 278,     140,      0, 0.96, 0.02, 0.01, 0.00, 0.00
169, 1.11, 276,     140,      4, 0.96, 0.03, 0.01, 0.01, 0.00
170, 1.25, 317,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
171, 1.41, 315,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
172, 1.55, 313,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
173, 1.66, 310,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
174, 1.77, 309,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
175, 1.89, 306,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
176, 1.99, 304,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
177, 2.09, 302,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
178, 2.18, 299,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
179, 2.28, 296,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
180, 2.36, 295,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
181, 2.41, 292,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
182, 2.47, 290,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
183, 2.57, 287,     220,      0, 0.99, 0.01, 0.00, 0.00, 0.00
184, 2.67, 285,     220,      0, 0.99, 0.01, 0.00, 0.00, 0.00
185, 2.75, 282,     220,      0, 0.99, 0.01, 0.00, 0.00, 0.00
186, 2.82, 279,     220,      0, 0.98, 0.01, 0.00, 0.00, 0.00
187, 2.90, 278,     220,      0, 0.98, 0.01, 0.00, 0.00, 0.00
188, 2.99, 275,     220,      0, 0.97, 0.02, 0.01, 0.00, 0.00
189, 3.17, 273,     220,      0, 0.96, 0.02, 0.01, 0.00, 0.00
190, 3.36, 271,     220,      0, 0.95, 0.03, 0.01, 0.01, 0.00
191, 3.52, 268,     220,      0, 0.93, 0.04, 0.01, 0.01, 0.00
192, 3.59, 265,     220,      0, 0.91, 0.05, 0.02, 0.01, 0.01
193, 3.66, 263,     220,      0, 0.89, 0.06, 0.03, 0.02, 0.01
194, 3.74, 262,     220,      0, 0.88, 0.06, 0.03, 0.02, 0.01
195, 3.82, 262,     220,      0, 0.87, 0.06, 0.03, 0.02, 0.01
196, 3.90, 259,     220,      0, 0.85, 0.07, 0.03, 0.03, 0.01
197, 3.98, 255,     220,      4, 0.83, 0.08, 0.04, 0.03, 0.02
198, 4.07, 301,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
199, 4.10, 297,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
200, 4.14, 294,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
201, 4.23, 290,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
202, 4.34, 287,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
203, 4.46, 283,     300,      0, 1.00, 0.00, 0.00, 0.00, 0.00
204, 4.56, 280,     300,      0, 0.99, 0.00, 0.00, 0.00, 0.00
205, 4.65, 275,     300,      0, 0.99, 0.01, 0.00, 0.00, 0.00
206, 4.72, 272,     300,      0, 0.99, 0.01, 0.00, 0.00, 0.00
207, 4.80, 269,     300,      0, 0.98, 0.01, 0.00, 0.00, 0.00
208, 4.89, 267,     300,      0, 0.97, 0.02, 0.01, 0.00, 0.00
209, 4.97, 263,     300,      0, 0.96, 0.03, 0.01, 0.01, 0.00
210, 5.05, 267,     300,      0, 0.97, 0.02, 0.01, 0.00, 0.00
211, 5.11, 263,     300,      0, 0.95, 0.03, 0.01, 0.01, 0.00
212, 5.17, 259,     300,      0, 0.91, 0.05, 0.02, 0.01, 0.01
213, 5.22, 256,     300,      0, 0.88, 0.06, 0.03, 0.02, 0.01
214, 5.31, 252,     300,      0, 0.86, 0.07, 0.03, 0.03, 0.01
215, 5.40, 248,     300,      1, 0.83, 0.08, 0.04, 0.03, 0.02
216, 5.49, 264,     320,      0, 0.97, 0.02, 0.01, 0.00, 0.00
217, 5.58, 262,     320,      0, 0.95, 0.03, 0.01, 0.01, 0.00
218, 5.64, 258,     320,      0, 0.92, 0.05, 0.02, 0.01, 0.01
219, 5.69, 255,     320,      0, 0.88, 0.06, 0.03, 0.02, 0.01
220, 5.76, 251,     320,      0, 0.86, 0.07, 0.03, 0.02, 0.01
221, 5.83, 247,     320,      3, 0.83, 0.08, 0.04, 0.03, 0.02
222, 5.86, 280,     380,      0, 1.00, 0.00, 0.00, 0.00, 0.00
223, 5.89, 275,     380,      0, 1.00, 0.00, 0.00, 0.00, 0.00
224, 5.92, 271,     380,      0, 0.99, 0.00, 0.00, 0.00, 0.00
225, 5.95, 267,     380,      0, 0.99, 0.01, 0.00, 0.00, 0.00
226, 5.96, 263,     380,      0, 0.99, 0.01, 0.00, 0.00, 0.00
227, 5.98, 258,     380,      0, 0.98, 0.02, 0.00, 0.00, 0.00
228, 5.98, 253,     380,      0, 0.95, 0.03, 0.01, 0.01, 0.00
229, 5.92, 248,     380,      0, 0.92, 0.05, 0.02, 0.01, 0.01
230, 5.86, 244,     380,      0, 0.89, 0.06, 0.03, 0.02, 0.01
