5674.233
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
122, 0.00, 248,       0,      0, 0.81, 0.09, 0.04, 0.04, 0.02
123, 0.00, 246,       0,      3, 0.79, 0.09, 0.05, 0.04, 0.02
124, 0.00, 269,      60,      0, 0.96, 0.03, 0.01, 0.01, 0.00
125, 0.00, 267,      60,      0, 0.95, 0.03, 0.01, 0.01, 0.00
126, 0.00, 263,      60,      0, 0.93, 0.04, 0.01, 0.01, 0.00
127, 0.00, 261,      60,      0, 0.92, 0.04, 0.02, 0.01, 0.01
128, 0.02, 259,      60,      0, 0.91, 0.05, 0.02, 0.01, 0.01
129, 0.03, 258,      60,      0, 0.90, 0.05, 0.02, 0.02, 0.01
130, 0.03, 257,      60,      0, 0.90, 0.06, 0.02, 0.02, 0.01
131, 0.03, 255,      60,      0, 0.89, 0.06, 0.03, 0.02, 0.01
132, 0.03, 254,      60,      0, 0.88, 0.06, 0.03, 0.02, 0.01
133, 0.03, 253,      60,      0, 0.87, 0.06, 0.03, 0.02, 0.01
134, 0.03, 254,      60,      0, 0.87, 0.07, 0.03, 0.02, 0.01
135, 0.04, 258,      60,      0, 0.89, 0.06, 0.03, 0.02, 0.01
136, 0.04, 265,      60,      0, 0.92, 0.05, 0.02, 0.01, 0.01
137, 0.04, 263,      60,      0, 0.90, 0.05, 0.02, 0.01, 0.01
138, 0.05, 260,      60,      4, 0.89, 0.06, 0.03, 0.02, 0.01
139, 0.06, 291,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
140, 0.07, 288,     140,      0, 0.99, 0.00, 0.00, 0.00, 0.00
141, 0.09, 285,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
142, 0.10, 282,     140,      1, 0.99, 0.01, 0.00, 0.00, 0.00
143, 0.11, 300,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
144, 0.12, 300,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
145, 0.13, 304,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
146, 0.15, 304,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
147, 0.16, 302,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
148, 0.19, 300,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
149, 0.22, 297,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
150, 0.25, 294,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
151, 0.28, 292,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
152, 0.32, 289,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
153, 0.37, 288,     160,      0, 0.99, 0.00, 0.00, 0.00, 0.00
154, 0.41, 286,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
155, 0.47, 285,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
156, 0.54, 283,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
157, 0.62, 282,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
158, 0.69, 280,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
159, 0.77, 279,     160,      0, 0.98, 0.01, 0.00, 0.00, 0.00
160, 0.83, 277,     160,      0, 0.98, 0.01, 0.00, 0.00, 0.00
161, 0.89, 275,     160,      0, 0.98, 0.02, 0.00, 0.00, 0.00
162, 0.97, 274,     160,      0, 0.97, 0.02, 0.01, 0.00, 0.00
163, 1.05, 272,     160,      0, 0.97, 0.02, 0.01, 0.00, 0.00
164, 1.13, 270,     160,      0, 0.96, 0.02, 0.01, 0.00, 0.00
165, 1.29, 269,     160,      0, 0.95, 0.03, 0.01, 0.01, 0.00
166, 1.44, 267,     160,      0, 0.94, 0.03, 0.01, 0.01, 0.00
167, 1.61, 265,     160,      0, 0.93, 0.04, 0.01, 0.01, 0.00
168, 1.71, 263,     160,      0, 0.92, 0.05, 0.02, 0.01, 0.01
169, 1.83, 262,     160,      0, 0.91, 0.05, 0.02, 0.01, 0.01
170, 1.93, 260,     160,      0, 0.89, 0.06, 0.02, 0.02, 0.01
171, 2.00, 257,     160,      4, 0.87, 0.06, 0.03, 0.02, 0.01
172, 2.06, 307,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
173, 2.14, 304,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
174, 2.31, 302,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
175, 2.48, 299,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
176, 2.61, 297,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
177, 2.66, 295,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
178, 2.71, 292,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
179, 2.75, 290,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
180, 2.84, 288,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
181, 2.92, 288,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
182, 3.03, 292,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
183, 3.07, 289,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
184, 3.13, 287,     240,      0, 1.00, 0.00, 0.00, 0.00, 0.00
185, 3.28, 285,     240,      2, 0.99, 0.00, 0.00, 0.00, 0.00
186, 3.38, 318,     280,      0, 1.00, 0.00, 0.00, 0.00, 0.00
187, 3.46, 320,     280,      0, 1.00, 0.00, 0.00, 0.00, 0.00
188, 3.53, 339,     280,      0, 1.00, 0.00, 0.00, 0.00, 0.00
