5162.997
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
136, 0.00, 168,       0,      2, 0.39, 0.20, 0.16, 0.15, 0.11
137, 0.00, 231,      40,      0, 0.69, 0.12, 0.07, 0.07, 0.04
138, 0.00, 228,      40,      0, 0.66, 0.13, 0.08, 0.07, 0.05
139, 0.00, 226,      40,      0, 0.63, 0.14, 0.09, 0.08, 0.06
140, 0.00, 222,      40,      2, 0.60, 0.15, 0.10, 0.09, 0.06
141, 0.00, 255,      80,      0, 0.88, 0.06, 0.03, 0.02, 0.01
142, 0.02, 257,      80,      0, 0.89, 0.06, 0.02, 0.02, 0.01
143, 0.03, 255,      80,      1, 0.88, 0.06, 0.03, 0.02, 0.01
144, 0.03, 272,     100,      0, 0.96, 0.02, 0.01, 0.00, 0.00
145, 0.03, 271,     100,      0, 0.96, 0.03, 0.01, 0.01, 0.00
146, 0.03, 268,     100,      1, 0.95, 0.03, 0.01, 0.01, 0.00
147, 0.03, 286,     120,      1, 0.99, 0.01, 0.00, 0.00, 0.00
148, 0.04, 303,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
149, 0.04, 301,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
150, 0.05, 298,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
151, 0.05, 310,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
152, 0.06, 308,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
153, 0.07, 305,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
154, 0.08, 302,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
155, 0.09, 300,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
156, 0.09, 311,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
157, 0.10, 311,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
158, 0.11, 310,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
159, 0.12, 312,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
160, 0.13, 311,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
161, 0.15, 336,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
162, 0.16, 357,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
163, 0.18, 367,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
164, 0.21, 372,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
165, 0.23, 370,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
166, 0.27, 368,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
167, 0.32, 366,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
168, 0.37, 363,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
169, 0.43, 360,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
170, 0.48, 358,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
171, 0.53, 357,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
172, 0.61, 354,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
173, 0.69, 352,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
174, 0.80, 351,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
175, 0.90, 349,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
176, 0.98, 349,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
177, 1.06, 348,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
178, 1.16, 357,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
179, 1.27, 357,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
180, 1.40, 355,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
181, 1.53, 353,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
182, 1.64, 351,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
183, 1.74, 382,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
184, 1.82, 393,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
185, 1.94, 391,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
186, 2.08, 388,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
187, 2.21, 386,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
188, 2.34, 383,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
189, 2.54, 379,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
190, 2.76, 375,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
191, 2.97, 372,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
192, 3.09, 368,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
193, 3.19, 365,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
194, 3.31, 370,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
195, 3.42, 366,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
196, 3.53, 367,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
197, 3.62, 363,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
198, 3.71, 359,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
199, 3.79, 354,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
200, 3.95, 351,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
201, 4.12, 348,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
202, 4.30, 345,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
203, 4.41, 343,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
204, 4.51, 354,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
205, 4.59, 362,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
206, 4.69, 361,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
207, 4.79, 358,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
208, 4.88, 354,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
209, 4.96, 351,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
210, 5.04, 347,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
211, 5.17, 344,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
212, 5.29, 341,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
213, 5.42, 338,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
214, 5.51, 335,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
215, 5.58, 332,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
216, 5.62, 329,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
217, 5.66, 326,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
218, 5.69, 324,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
219, 5.73, 320,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
220, 5.77, 317,     140,      0, 1.00, 0.00, 0.00, 0.00, 0.00
221, 5.83, 314,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
222, 5.89, 311,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
223, 5.95, 307,     140,      0, 0.99, 0.01, 0.00, 0.00, 0.00
224, 6.01, 304,     140,      0, 0.98, 0.01, 0.00, 0.00, 0.00
225, 6.07, 301,     140,      0, 0.97, 0.02, 0.01, 0.00, 0.00
226, 6.10, 297,     140,      0, 0.94, 0.04, 0.01, 0.01, 0.00
227, 6.13, 294,     140,      3, 0.90, 0.05, 0.02, 0.02, 0.01
228, 6.14, 338,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
229, 6.09, 335,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
230, 6.04, 332,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
231, 5.99, 328,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
232, 5.93, 325,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
233, 5.86, 321,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
234, 5.80, 318,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
235, 5.72, 315,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
236, 5.65, 312,     200,      0, 1.00, 0.00, 0.00, 0.00, 0.00
237, 5.58, 310,     200,      0, 0.99, 0.00, 0.00, 0.00, 0.00
238, 5.51, 306,     200,      0, 0.99, 0.01, 0.00, 0.00, 0.00
