6126.82
8

Day,  LAI, ESW, cuIrrig, Action, p(0), p(1), p(2), p(3), p(4)
164, 0.00, 192,       0,      0, 0.40, 0.19, 0.15, 0.14, 0.11
165, 0.00, 215,       0,      3, 0.43, 0.18, 0.14, 0.14, 0.11
166, 0.00, 248,      60,      0, 0.73, 0.11, 0.06, 0.06, 0.04
167, 0.00, 246,      60,      0, 0.71, 0.12, 0.07, 0.06, 0.04
168, 0.00, 244,      60,      1, 0.69, 0.12, 0.07, 0.07, 0.04
169, 0.00, 262,      80,      0, 0.84, 0.08, 0.04, 0.03, 0.02
170, 0.00, 259,      80,      0, 0.82, 0.09, 0.04, 0.03, 0.02
171, 0.00, 257,      80,      0, 0.80, 0.09, 0.05, 0.04, 0.02
172, 0.00, 254,      80,      0, 0.78, 0.10, 0.05, 0.04, 0.03
173, 0.00, 252,      80,      0, 0.76, 0.10, 0.06, 0.05, 0.03
174, 0.02, 252,      80,      0, 0.76, 0.11, 0.06, 0.05, 0.03
175, 0.03, 260,      80,      0, 0.81, 0.09, 0.05, 0.04, 0.02
176, 0.03, 259,      80,      2, 0.79, 0.09, 0.05, 0.04, 0.02
177, 0.03, 287,     120,      0, 0.97, 0.02, 0.01, 0.00, 0.00
178, 0.03, 285,     120,      0, 0.96, 0.02, 0.01, 0.00, 0.00
179, 0.03, 283,     120,      0, 0.96, 0.03, 0.01, 0.01, 0.00
180, 0.03, 281,     120,      0, 0.94, 0.03, 0.01, 0.01, 0.00
181, 0.03, 278,     120,      0, 0.93, 0.04, 0.02, 0.01, 0.00
182, 0.03, 275,     120,      0, 0.92, 0.05, 0.02, 0.01, 0.01
183, 0.03, 274,     120,      0, 0.90, 0.05, 0.02, 0.01, 0.01
184, 0.03, 273,     120,      0, 0.89, 0.06, 0.02, 0.02, 0.01
185, 0.04, 272,     120,      0, 0.88, 0.06, 0.03, 0.02, 0.01
186, 0.04, 271,     120,      0, 0.88, 0.06, 0.03, 0.02, 0.01
187, 0.05, 296,     120,      0, 0.98, 0.01, 0.00, 0.00, 0.00
188, 0.05, 296,     120,      0, 0.98, 0.01, 0.00, 0.00, 0.00
189, 0.06, 294,     120,      0, 0.98, 0.02, 0.00, 0.00, 0.00
190, 0.06, 292,     120,      0, 0.97, 0.02, 0.01, 0.00, 0.00
191, 0.07, 290,     120,      2, 0.96, 0.02, 0.01, 0.00, 0.00
192, 0.08, 320,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
193, 0.09, 318,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
194, 0.11, 321,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
195, 0.12, 318,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
196, 0.14, 316,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
197, 0.16, 313,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
198, 0.18, 310,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
199, 0.20, 309,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
200, 0.23, 309,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
201, 0.25, 307,     160,      0, 1.00, 0.00, 0.00, 0.00, 0.00
202, 0.27, 306,     160,      0, 0.99, 0.00, 0.00, 0.00, 0.00
203, 0.31, 304,     160,      0, 0.99, 0.00, 0.00, 0.00, 0.00
204, 0.35, 303,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
205, 0.40, 302,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
206, 0.45, 300,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
207, 0.50, 299,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
208, 0.56, 298,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
209, 0.63, 302,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
210, 0.70, 302,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
211, 0.76, 299,     160,      0, 0.99, 0.01, 0.00, 0.00, 0.00
212, 0.82, 297,     160,      0, 0.98, 0.01, 0.00, 0.00, 0.00
213, 0.89, 295,     160,      0, 0.98, 0.02, 0.00, 0.00, 0.00
214, 0.95, 293,     160,      0, 0.97, 0.02, 0.01, 0.00, 0.00
215, 0.99, 291,     160,      0, 0.96, 0.02, 0.01, 0.00, 0.00
216, 1.07, 289,     160,      0, 0.95, 0.03, 0.01, 0.01, 0.00
217, 1.24, 288,     160,      0, 0.93, 0.04, 0.01, 0.01, 0.00
218, 1.36, 296,     160,      0, 0.98, 0.02, 0.00, 0.00, 0.00
219, 1.45, 293,     160,      0, 0.96, 0.02, 0.01, 0.00, 0.00
220, 1.53, 290,     160,      0, 0.94, 0.04, 0.01, 0.01, 0.00
221, 1.62, 287,     160,      0, 0.90, 0.05, 0.02, 0.01, 0.01
222, 1.71, 284,     160,      0, 0.87, 0.07, 0.03, 0.02, 0.01
223, 1.83, 281,     160,      0, 0.84, 0.08, 0.04, 0.03, 0.02
224, 2.04, 278,     160,      0, 0.81, 0.09, 0.04, 0.04, 0.02
225, 2.25, 275,     160,      0, 0.79, 0.10, 0.05, 0.04, 0.02
226, 2.42, 272,     160,      0, 0.77, 0.10, 0.06, 0.05, 0.03
227, 2.52, 268,     160,      3, 0.74, 0.11, 0.06, 0.05, 0.03
228, 2.62, 313,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
229, 2.75, 309,     220,      0, 1.00, 0.00, 0.00, 0.00, 0.00
230, 2.87, 305,     220,      0, 0.99, 0.00, 0.00, 0.00, 0.00
231, 3.10, 301,     220,      0, 0.99, 0.01, 0.00, 0.00, 0.00
232, 3.23, 297,     220,      0, 0.99, 0.01, 0.00, 0.00, 0.00
233, 3.29, 292,     220,      0, 0.98, 0.01, 0.00, 0.00, 0.00
234, 3.36, 288,     220,      0, 0.96, 0.02, 0.01, 0.00, 0.00
235, 3.43, 284,     220,      0, 0.92, 0.04, 0.02, 0.01, 0.01
236, 3.50, 279,     220,      0, 0.86, 0.07, 0.03, 0.02, 0.01
237, 3.57, 274,     220,      0, 0.81, 0.09, 0.04, 0.04, 0.02
238, 3.65, 269,     220,      0, 0.78, 0.10, 0.05, 0.04, 0.03
239, 3.74, 264,     220,      0, 0.74, 0.11, 0.06, 0.05, 0.03
240, 3.80, 259,     220,      0, 0.71, 0.12, 0.07, 0.06, 0.04
241, 3.94, 253,     220,      0, 0.66, 0.13, 0.08, 0.08, 0.05
242, 4.11, 248,     220,      2, 0.61, 0.15, 0.09, 0.09, 0.06
243, 4.20, 284,     260,      0, 0.97, 0.02, 0.01, 0.00, 0.00
244, 4.26, 279,     260,      0, 0.92, 0.04, 0.02, 0.01, 0.01
245, 4.35, 275,     260,      0, 0.86, 0.07, 0.03, 0.02, 0.01
246, 4.43, 274,     260,      0, 0.84, 0.08, 0.04, 0.03, 0.02
247, 4.50, 270,     260,      1, 0.80, 0.09, 0.05, 0.04, 0.02
248, 4.57, 286,     280,      0, 0.98, 0.01, 0.00, 0.00, 0.00
249, 4.64, 281,     280,      0, 0.96, 0.02, 0.01, 0.00, 0.00
250, 4.70, 276,     280,      0, 0.90, 0.05, 0.02, 0.01, 0.01
251, 4.87, 272,     280,      0, 0.84, 0.08, 0.04, 0.03, 0.02
252, 5.05, 267,     280,      0, 0.79, 0.09, 0.05, 0.04, 0.02
253, 5.16, 281,     280,      0, 0.94, 0.03, 0.01, 0.01, 0.00
